"SITE";"ID";"TEXTE";"MOVE"
"G8";153;"Envie de découverte?
Consultez nos circuits en Asie, au Japon, en Indochine, au Sri Lanka, dans l’Océan Indien, 
en Afrique et aux Emirats.
Sanctuaires, châteaux et onsen
16 jours / 15 nuits
Des sanctuaires de Tokyo et Nara aux châteaux de Matsuyama et Kyoto en passant par les 
onsen de Shikoku, découvrez les singularités de trois îles du Japon.
Dès CHF 4585.-
en savoir+

Japon: art et architecture
12 jours / 11 nuits
Artisans de Shigaraki, musées d’art de Naoshima et architecture contemporaine d’Awaji. 
Votre guide spécialisé vous accompagnera dans cette découverte de la finesse japonaise.
Dès CHF 7690.-
en savoir+

De la Corée du Sud au Japon
13 jours / 12 nuits
Visites guidées de Séoul, Kyoto et Tokyo et découverte du village culturel de Gamcheon, 
de Busan, Hiroshima et son poignant musée, ainsi que l’île de Miyajima avec une nuit en Ryokan.
Dès CHF 3690.-
en savoir+

Voir plus de circuits...";5
"G8";154;"Prenez le temps de voyager!
Profitez de nos formules “Take it easy”.
“Take it easy” Cambodge
14 jours / 13 nuits
Emerveillez-vous devant les temples d’Angkor ou contemplez les rizières à travers ce 
parcours original au Cambodge, un pays éclatant, attachant, intemporel.
Dès CHF 3795.-
en savoir+

“Take it easy” Vietnam
14 jours / 13 nuits
Savourez l’éden intime de Tam Coc, continuez avec une croisière dans la baie de Lan Ha, 
avant d’admirer le delta du Mékong. profitez enfin de l’atmosphère bucolique de San Ho dans 
la région des baies de Phu Yen.
Dès CHF 5094.-
en savoir+

“Take it easy” Bali
12 jours / 11 nuits
Débutez votre séjour au cœur des rizières d’Ubud, puis appréciez la sérénité d’Amed 
avant de rejoindre les magnifiques fonds marins de Gili Asahan.
Dès CHF 1980.-
en savoir+

En savoir plus sur les voyages ""Take it easy"" de Lets Travel...";5
"G8";155;"Envie de partager?
Découvrez nos voyages en groupe et voyages de lecteurs en collaboration avec les journaux 
et magazines de Suisse romande
Merveilles du Cambodge
10 jours / 9 nuits
A travers ce circuit en mini groupe, découvrez des sites incontournables du Cambodge comme 
les temples d’Angkor mais aussi la région de Kep.
Dès CHR 1617.-
en savoir+

Gd Prix de F1 – Abu Dhabi – dernière place disponible
7 jours / 6 nuits
Du 22 au 28 novembre 2023, participez à trois jours de passion F1 au circuit 
Yas Marina Abu Dhabi et vivez son feu d’artifice de clôture !
Dès CHF 4650.-
en savoir+

Merveilles du Japon
15 jours / 12 nuits
Entre gigantesque mégalopole, volcan sacré et trésors millénaires, soyez émerveillés 
par la diversité du Japon accompagnés par un guide francophone.
Dès CHF 6850.-
en savoir+";5
"G8";156;"Club l'illustré
Tribune deGenève
Femina
24heures
Le Matin Dimanche";9
"G8";157;"lets travel
Votre artisan du voyage";3
"G8";158;"OUVERT
Du lundi au vendredi
de 9h30 à 12h30 et de 14h00 à 18h00

Par téléphone 022 731 82 82 ou par email

Conditions de ventes | Visa | Connexion | 2023 © Lets Travel – by map.ch";7
"G8";159;"Retrouvez-nous sur Facebook et sur Linkedin
Recevez nos meilleures offres par e-mail
Je m'abonne
";8
"G8";160;"Garantie de voyage
Fédération Suisse du Voyage
IATA";9
"G9";161;"depuis 1995
VOYAGE+VACANCES SA";3
"G9";162;"Accueil
Notre agence
Nos services
Circuits Club
Croisières d'exception
Contact";4
"G9";163;"LA PASSION DES VOYAGES
​
Que ce soit pour vos vacances ou vos déplacements professionnels, ES Voyages+Vacances SA est 
à votre disposition pour réaliser tous vos projets de voyages.
Notre équipe de spécialistes se réjouit de vous conseiller dans l'organisation de vos déplacements 
touchant les domaines et les thèmes les plus divers.";1
"G9";164;"Nous sommes à votre service

du lundi au vendredi
de 9h-12.30h et de 13.30h-18h

​Pour toute urgence, veuillez nous écrire un e-mail à info@voyagesetvacances.ch
Déclaration sur la protection des données";7
"G9";165;"NOUS SOMMES A VOTRE SERVICE AU 022 909 28 00";7
"G9";166;"CIRCUITS CLUB";4
"G9";167;"CROISIERES D'EXCEPTION";4
"G9";168;"Voyages Club
VOYAGES+VACANCES";3
"G9";169;"ES VOYAGES+VACANCES SA  
17, Grand-Rue, CH 1204 Genève
Tél  +41(0)22 909 28 00 
Horaires
Notre agence est ouverte
du lundi au vendredi
de 9h -12h30 et de 13h30 -18h
​
Nous sommes à votre service
par courriel:
info@voyagesetvacances.ch

Envoyer
Informations et offres:                                                                                         
info@voyagesetvacances.ch   
club@voyagesetvacances.ch       ";7
"G9";170;"Nous contacter
Nom 
Email
Sujet
Votre message
Envoyer";7
"G10";171;"tourisme pour tous";3
"G10";172;"Destinations
Expériences
Bon à savoir
Durabilité";4
"G10";173;"Faire une demande";7
"G10";174;"Inspiration et voyages sur mesure";1
"G10";175;"Explorer...";4
"G10";176;"Voyages exceptionnels
Nous vous faisons découvrir le monde comme vous ne l'avez jamais vu.";6
"G10";177;"Conseillé par des spécialistes
Nos spécialistes adaptent les voyages à vos envies et vos besoins.";6
"G10";178;"Découvrir le monde en toute tranquilité
Le monde sans soucis
Nous nous occupons de tout : vol, hôtel & expérience et vous aidons en cas de besoin.";6
"G10";179;"LAISSEZ-NOUS TRAVAILLER POUR VOUS
Nous sommes ravis de vous conseiller

RENDEZ-NOUS
VISITE

ENVOYEZ-NOUS
UNE DEMANDE

APPELEZ-NOUS
+41 21 341 10 77

FIXEZ UN
RENDEZ-VOUS";7
"G10";180;"Destinations les plus populaires

Laos
Ouzbékistan
Inde
Sri Lanka
Costa Rica
Mexique
Argentine
Pérou
États-Unis
Plus d'options
";4
"G10";181;"Voyages sur mesure

Israël, histoire de la Terre Promise
Nature Culture et histoire
Bali, les chemins inconnus
Nature Culture et histoire
Loisirs et divertissements
Sillonner la Corse de manière éco-responsable - à pied et en train
Aventure et découverte
Voyages actifs et sportifs Nature";5
"G10";182;"Expériences

Voyager durablement
Thalasso
Voyages en groupe
Randonnées";4
"G10";183;"Destinations
Afrique
Amérique du Nord
Amérique du Sud
Asie
Australie / Océanie
Caraïbes / Amérique Centrale
Europe
Océan Indien
Proche et Moyen-Orient";4
"G10";184;"tourisme pour tous";3
"G10";185;"Plus de 80 ans d'expérience du voyage
Conseil personnalisé par nos experts en voyages
Interlocuteur personnel dans la succursale et en ligne
Assistance en cas d'imprévus
Service 24h/24 et 7j/7 - aide rapide et simple en cas d'urgence";6
"G10";186;"My Climate shape our future
Garantie de Voyage";9
"G10";187;"DESTINATIONS
Afrique
Europe
Caraïbes / Amérique Centrale
Amérique du Sud
Amérique du Nord
Australie / Océanie
Asie
Proche et Moyen-Orient
Océan Indien
EXPÉRIENCES
Voyages en train
Safaris
Randonnées
Voyages d'aventure
Sport
Voyager durablement
Voyages nature
Circuits en voiture de location
Once in a Lifetime
Voyages en groupe
BON À SAVOIR
À notre sujet
travelbooks
Bons cadeaux
Articles de voyages
Durabilité
Contact
Agences de voyages
DURABILITÉ
Voyages durables
Conseils pour accroître la durabilité
Notre engagement";4
"G10";188;"Inscription à la newsletter";8
"G10";189;"Conditions générales
Protection des données
Mentions légales
Emplois
Médias";4
"G10";190;"© tourisme pour tous (MTCH SA). Tous droits réservés.";3
"M1";191;"RÉSERVATION EN LIGNE PAR CONCUR";9
"M1";192;"514 939-9999";7
"M1";193;"FR/EN";4
"M1";194;"À propos
Les services
Mes voyages
Nous contacter";4
"M1";195;"Groupe Voyages VP
Architectes de vos voyages.";3
"M1";196;"Voyages Affaires
Voyages Exception
Vacances Évasion
Blogue";4
"M1";197;"Dessinez votre voyage";7
"M1";198;"Voyager léger";1
"M1";199;"Partagez";8
"M1";200;"S'inscrire à l'infolettre";8
"M1";201;"On organise, vous décrochez
Appuyez-vous sur nous. Pas d’improvisation, ni d’imprévus. Les voyages, on en fait notre affaire.
DEMANDEZ UNE SOUMISSION";5
"M1";202;"SERVICE AFFAIRES
Une planification voyage faite par des experts
VOIR LA DIFFÉRENCE";6
"M1";203;"VOYAGES EXCEPTION
Croisière en mer Baltique
VOIR L'ITINÉRAIRE";5
"M1";204;"VACANCES ÉVASION
Forfait multi-villes en France: Nantes et Saint-Malo
EN SAVOIR PLUS";5
"M1";205;"L'Assurance voyage Protection sans égale qui vous protège de toutes les situations, même les plus imprévues
EN SAVOIR PLUS";6
"M1";206;"Combiner affaires et loisirs
Le meilleur des deux mondes
NOTRE SERVICE AFFAIRES";5
"M1";207;"EXPERTISE ET FIABILITÉ
Les experts du prêt-à-partir
Bien que la technologie soit omniprésente aujourd’hui, nous privilégions l’humain et l’expérience 
qui restent au coeur de notre offre de service. Notre équipe possède une vaste expertise et travaille 
à vous dénicher des offres en or, exclusives et taillées sur vos besoins.";6
"M1";208;"EXCLUSIVITÉ ET PRIMEUR
Vous êtes privilégiés
Partir avec nous, c’est avoir accès à une foule d’avantages. Vols, hôtels, croisières… Partir 
n’aura jamais été aussi exclusif. Bénéficiez d’offres exceptionnelles et de propositions uniques 
grâce à notre vaste réseau qui nous permet de bénéficier de tarifs avantageux.";6
"M1";209;"Montrez-moi Tour du monde comme je ne l'ai jamais vu";4
"M1";210;"Voyage vers une destination inconnue
AFRIQUE & MOYEN-ORIENT
Que diriez-vous de partir en voyage vers une destination…inconnue? Partir en voyage 
alors qu’on ignore la destination demeure un moment...
VOIR CETTE OFFRE";5
"M1";211;"Croisière de 180 jours autour du monde en 2022 avec Oceania Cruises
TOUR DU MONDE
Explorez les quatre coins du globe Événements exclusifs à terre, attractions nocturnes 
et excursions terrestres en option Certains moments de...
VOIR CETTE OFFRE";5
"M1";212;"Safari dans le monde en jet privé 2022
TOUR DU MONDE
Parcourez le globe en jet privé privé et découvrez l’incroyable diversité de la faune 
terrestre – sans doute la véritable...
VOIR CETTE OFFRE";5
"M1";213;"Groupe Voyages VP
Architectes de vos voyages.";3
"M1";214;"Le chèque cadeau VOYAGES est la solution toute trouvée pour faire plaisir à vos proches 
tout au long de l'année et pour tous vos cadeaux de dernière minute.
DÉTAILS";5
"M1";215;"Nos inspirations";5
"M1";216;"15 SEPTEMBRE, 2023
Présentation de notre équipe : Sonia Gagnon";5
"M1";217;"2 JUIN, 2023
Ottawa annonce la mise en place d’un nouveau programme pour « voyageur vérifié »";5
"M1";218;"2 JUIN, 2023
La saison des voyages d’été arrive à grands pas. L’aéroport Pearson de Toronto (YYZ) est-il prêt à faire face à l’affluence ?";5
"M1";219;"VOIR TOUS LES ARTICLES";4
"M1";220;"TÉMOIGNAGES
Cliente de notre conseillère, Marlène Bégin, qui revient d'Iran : Tu m'as fait revivre mon voyage 
exceptionnel en Iran et savourer à nouveau les délices de Turkish Airlines Louise
VOIR TOUS LES TÉMOIGNAGES";6
"M1";221;"Dernièrement sur Instagram
VOIR PLUS";8
"M1";222;"Infolettre
Prénom
Nom
Téléphone
Courriel
Oui, je veux m'inscrire à l'infolettre.
ENVOYER";8
"M1";223;"Groupe Voyages VP
Architectes de vos voyages.
75 rue Queen, Suite 1100-1500
Montreal, QC H3C 2N6 CANADA";3
"M1";224;"SERVICES
SERVICES AFFAIRES
VOYAGES EXCEPTION
VACANCES ÉVASION";4
"M1";225;"NOS INSPIRATIONS
NOUS CONTACTER
À PROPOS
CARRIÈRES
CONDITIONS GÉNÉRALES
CHÈQUES CADEAUX
ASSURANCE VOYAGE MANUVIE
CONFIDENTIALITÉ";4
"M1";226;"© Groupe Voyages VP
Permis du Québec #700758";3
"M1";227;"Les prix annoncés sur notre site internet sont valides si vous achetez des services 
pendant une même session.
Si vous vous déconnectez de notre site, les prix pourraient être différents à votre 
prochaine session. Et ceci sur tout le site.
Par Minimal";5
"M1";228;"Politique de Confidentialité";4
"M2";229;"Voyagez et donnez 1% pour la planète";1
"M2";230;"Créez un compte";8
"M2";231;"Se connecter";8
"M2";232;"Authentik Canada";3
"M2";233;"Road trips
Location de voiture
Camping-car";4
"M2";234;"Voyage au Canada
Le planificateur de road trip #1 au Canada.
DÉCOUVREZ NOS ITINÉRAIRES";1
"M2";235;"TOP 5 DES ROAD TRIPS AU CANADA
Au Canada en famille
Voir la carte
EST
FAMILLE
15 JOURS
à partir de
1 662 € / adulte
+ véhicule
VOIR L'ITINÉRAIRE

L'Ouest en camping-car
Voir la carte
OUEST
CAMPING-CAR
15 JOURS
à partir de
770 € / adulte
+ véhicule
VOIR L'ITINÉRAIRE";5
"M2";236;"GUIDE VOYAGE GRATUIT
Planificateur de road trip en ligne
1 - Sélectionnez votre road trip
2 - Modifiez-le directement en ligne
3 - Calculez votre prix et réservez
VOIR LES ROAD TRIPS
Guide voyage du Québec
TÉLÉCHARGER";5
"M2";237;"TYPES DE VOYAGE
ROAD TRIPS
CAMPING-CARS
FAMILLES
HIVER";4
"M2";238;"EXPLOREZ L'EST DU QUÉBEC
VOIR LES ROAD TRIPS";4
"M2";239;"BLOG VOYAGE AUTHENTIK
Guide du parc national de la Jacques-Cartier : photos + carte
18 septembre 2023
L'automne au Québec : 5 expériences incontournables
4 septembre 2023
Road trip sur l'île de Vancouver : itinéraire + carte
21 août 2023
VOIR TOUS LES ARTICLES";5
"M2";240;"FAQ sur le voyage au Canada
Comment utiliser le planificateur de road trip en ligne ?
Quand partir en voyage au Canada ?
Passeport et formalités pour entrer au Canada
Idées de circuits à faire en voiture au Canada
Comment s'habiller pour un voyage au Canada ?
Comment se protéger des moustiques ?
Comment économiser sur la location de voiture et camping-car ?
Tout savoir sur les voyages d'hiver au Canada
Toutes les FAQ sur le voyage au Canada";5
"M2";241;"AVIS DES VOYAGEURS
MERCI AUTHENTIK !
Mon voyage au Canada m'a donné qu'une seule envie; venir m'y installer avec ma tribue. Nous sommes ""tombé en amour"" avec les gens de ce pays et leur accent.
Christophe Joubert
Paris, France

VOYAGE D'UNE VIE !
Depuis mon enfance que je rêvais du Canada et Authentik m'a aider à faire de ce rêve une réalité. J'ai fait de mon roadbook mon album souvenirs de voyage.
Lionel Lachaize
Toulouse, France

NOTRE TROISIÈME VOYAGE
Notre 3ème fois avec Authentik et chaque fois tout est parfait. Après le Québec 2 fois, nous avons découvert l'Ouest canadien cette année.
Mélodie Gaillard
Saint-Étienne, France";6
"M2";242;"3 bonnes raisons de choisir Authentik Canada
Planifiez votre voyage 100% en ligne
Road trips personnalisés sur mesure
Spécialistes locaux";6
"M2";243;"Nous joindre
N° Vert Gratuit
France : 0 805 080 113
Rappel Immédiat GRATUIT
CONTACTEZ-NOUS";7
"M2";244;"Suivez-nous";8
"M2";245;"Nous sommes au Canada
7680, rue St-Hubert
Montréal, Québec
H2R 2N6 Canada
Téléphone : 1-514-769-0101";7
"M2";246;"Autres destinations
USA
Royaume-Uni
Espagne
Italie
Islande
Norvège
Portugal";4
"M2";247;"À propos
Qui sommes-nous ?
Notre histoire
Équipe
Emplois
Conditions de vente
Programme d'affiliation

Inspirations de voyages
Blog
Guide voyage

Avis des voyageurs
Excellent 4.6 sur 5
Sur 1552 évaluations - Voir les avis

Certifié / Certificated
TRUSTPILOT";4
"M2";248;"Restez informé
Faites comme les 54 300 abonnés à l'infolettre Authentik. Inscrivez-vous !
Mon email
JE M'INSCRIS";8
"M2";249;"© 2002-2023 Authentik Canada. Tous droits réservés. Toute reproduction interdite.
Politique de confidentialité
Conditions d'utilisation
Plan du site";3
"M3";250;"Voyages FCNQ Inc.";3
"M3";251;"514-457-2236
19950 rue Clark Graham, Baie d'Urfé
Nous joindre English";7
"M3";252;"Voir nos conseillers en voyages";4
"M3";253;"Forfait
Vol
Croisière
Hébergement
Voiture
Tours et activités
Destinations
Mariage
Groupe
Disney
Inspiration";4
"M3";254;"Ski tout-inclus avec Club Med
Jusqu’à 40% de rabais sur vos vacances au ski au Canada ou dans les Alpes.
En savoir plus";1
"M3";255;"FORFAITS
VOLS
HÔTELS
LOCATION DE VOITURE";4
"M3";256;"Partir de Montreal - YUL
Aller à Choisissez votre destination
Départ le
Flexible Date exacte
Durée 7 nuits
Hôtel
Classement par étoiles 1
Gamme de prix Minimum Maximum
Chambres 1
Adultes 2
Enfants 0
Tout inclus seulement
Adultes seulement
Plage
Casino
Bienvenue aux familles
Golf
Cuisinette
Mini-club
Vue mer
Spa
Mariage
Moins d'options
Commencer la recherche";4
